delivery_period,n,mae,rmse,wape,spike_precision,spike_recall,spike_events,spike_predictions,zone,model,pricefm_forecasts,weather,evaluation_end,pinball_p10,pinball_p50,pinball_p90,coverage_80,interval_width
weekday_offpeak,264,26.97932765151515,36.85141078663016,0.335875550657547,0.3,0.6,5,10,DE_LU,Weekly seasonal,False,False,2025-12-31,,,,,
weekday_peak,264,37.390804924242424,59.441302226989784,0.34290361966118926,0.2714285714285714,0.41304347826086957,46,70,DE_LU,Weekly seasonal,False,False,2025-12-31,,,,,
weekend,192,12.2741796875,14.955919473947363,0.1361962286068471,,,0,0,DE_LU,Weekly seasonal,False,False,2025-12-31,,,,,
overall,720,16.205151533650575,26.404797685929204,0.1733784176637369,,0.0,51,0,DE_LU,SARIMAX,False,False,2025-12-31,,,,,
weekday_offpeak,264,13.158329164214145,19.417490848967773,0.16381286853586527,,0.0,5,0,DE_LU,SARIMAX,False,False,2025-12-31,,,,,
weekday_peak,264,24.555268812770535,37.817668886428585,0.2251914762121995,,0.0,46,0,DE_LU,SARIMAX,False,False,2025-12-31,,,,,
weekend,192,8.913121032835724,11.385489039997996,0.09890139306212528,,,0,0,DE_LU,SARIMAX,False,False,2025-12-31,,,,,
overall,720,17.56183471336641,23.416229363371325,0.18789352926153324,0.30120481927710846,0.49019607843137253,51,83,DE_LU,SARIMAX,False,True,2025-12-31,,,,,
weekday_offpeak,264,10.783960996103621,15.099183939026856,0.13425348787861283,,0.0,5,0,DE_LU,SARIMAX,False,True,2025-12-31,,,,,
weekday_peak,264,24.07657807410858,30.299243215492822,0.22080149885498435,0.3968253968253968,0.5434782608695652,46,63,DE_LU,SARIMAX,False,True,2025-12-31,,,,,
weekend,192,17.92363895358225,21.91822723876953,0.19888351731356205,0.0,,0,20,DE_LU,SARIMAX,False,True,2025-12-31,,,,,
overall,720,15.427966161793636,21.40511450856995,0.16506333528242428,0.46153846153846156,0.47058823529411764,51,52,DE_LU,LightGBM,False,False,2025-12-31,,,,,
weekday_offpeak,264,12.960785051904617,18.04900550960466,0.16135356938808265,0.4,0.4,5,5,DE_LU,LightGBM,False,False,2025-12-31,,,,,
weekday_peak,264,20.46541109253721,27.324796038338953,0.18768420620266837,0.4782608695652174,0.4782608695652174,46,46,DE_LU,LightGBM,False,False,2025-12-31,,,,,
weekend,192,11.893853408118623,15.607874419269747,0.1319760683834662,0.0,,0,1,DE_LU,LightGBM,False,False,2025-12-31,,,,,
overall,720,14.39090073569143,19.55007162618866,0.15396780419664588,0.5280898876404494,0.9215686274509803,51,89,DE_LU,LightGBM,False,True,2025-12-31,,,,,
weekday_offpeak,264,11.985768642118353,15.583684819456806,0.14921523229654604,0.3333333333333333,0.8,5,12,DE_LU,LightGBM,False,True,2025-12-31,,,,,
weekday_peak,264,19.92003656546162,25.82881591479188,0.18268268511254654,0.5584415584415584,0.9347826086956522,46,77,DE_LU,LightGBM,False,True,2025-12-31,,,,,
weekend,192,10.095395598420403,13.492546147952785,0.11202009761998796,,,0,0,DE_LU,LightGBM,False,True,2025-12-31,,,,,
overall,720,10.714648941961432,18.674263047365663,0.1146356993652388,0.6986301369863014,1.0,51,73,DE_LU,LightGBM,True,False,2025-12-31,,,,,
weekday_offpeak,264,7.657214599642007,12.144231080258177,0.09532747455303363,0.4166666666666667,1.0,5,12,DE_LU,LightGBM,True,False,2025-12-31,,,,,
weekday_peak,264,17.119243925521015,27.500704627470324,0.15699717403296634,0.7540983606557377,1.0,46,61,DE_LU,LightGBM,True,False,2025-12-31,,,,,
weekend,192,6.112303060256214,8.06505480411758,0.06782307625468242,,,0,0,DE_LU,LightGBM,True,False,2025-12-31,,,,,
overall,720,10.442106371832605,18.01567813464626,0.11171977479293095,0.7183098591549296,1.0,51,71,DE_LU,LightGBM,True,True,2025-12-31,,,,,
weekday_offpeak,264,7.289040344126169,11.245499737358852,0.0907439381355733,0.45454545454545453,1.0,5,11,DE_LU,LightGBM,True,True,2025-12-31,,,,,
weekday_peak,264,16.757537490039166,26.71644535886455,0.15368003640426936,0.7666666666666667,1.0,46,60,DE_LU,LightGBM,True,True,2025-12-31,,,,,
weekend,192,6.09385437239493,7.861399947032946,0.06761836671209599,,,0,0,DE_LU,LightGBM,True,True,2025-12-31,,,,,
overall,720,13.562064857475834,19.77846314755084,0.14510011463696784,0.6363636363636364,0.27450980392156865,51,22,DE_LU,Quantile LightGBM,False,False,2025-12-31,3.101752291304655,6.781032428737917,3.6551959540890175,0.6694444444444444,34.00567843603201
weekday_offpeak,264,11.961533532286778,16.488337132461666,0.14891352052058673,0.5,0.2,5,2,DE_LU,Quantile LightGBM,False,False,2025-12-31,3.299792573576061,5.980766766143389,2.7366554054954664,0.6666666666666666,29.457035426869094
weekday_peak,264,17.216909119416904,25.550002455518776,0.15789284206069845,0.7222222222222222,0.2826086956521739,46,18,DE_LU,Quantile LightGBM,False,False,2025-12-31,3.7679082925007195,8.608454559708452,5.500046128052791,0.6856060606060606,45.11319246596129
weekend,192,10.737384569441817,13.983389158179675,0.11914370823075263,0.0,,0,2,DE_LU,Quantile LightGBM,False,False,2025-12-31,1.9134824015368819,5.368692284720908,2.3815202192049614,0.6510416666666666,24.987230782478225
overall,720,12.457237712466931,18.033993167265045,0.13327960300547703,0.6545454545454545,0.7058823529411765,51,55,DE_LU,Quantile LightGBM,False,True,2025-12-31,2.5854352463982457,6.2286188562334655,2.975345599803139,0.6722222222222223,32.503126802052755
weekday_offpeak,264,10.767090211601769,14.50479768816451,0.13404345729120246,0.4,0.4,5,5,DE_LU,Quantile LightGBM,False,True,2025-12-31,2.8073263800071095,5.383545105800884,2.376941183901636,0.6628787878787878,28.246802913875516
weekday_peak,264,16.1521191166791,23.73930872623094,0.14812786516711157,0.68,0.7391304347826086,46,50,DE_LU,Quantile LightGBM,False,True,2025-12-31,2.8297492717055954,8.07605955833955,4.130435551592643,0.7159090909090909,45.619747621073635
weekend,192,9.700728595364795,12.466775867260708,0.10764081047084498,,,0,0,DE_LU,Quantile LightGBM,False,True,2025-12-31,1.9444031528884533,4.850364297682398,2.2099029879571366,0.625,20.320218522142717
overall,720,9.694169472886488,16.10943645438374,0.10371762092338378,0.704225352112676,0.9803921568627451,51,71,DE_LU,Quantile LightGBM,True,False,2025-12-31,1.800919635064164,4.847084736443244,2.1590041359707564,0.6847222222222222,25.973670565068947
weekday_offpeak,264,7.479655760688599,12.31044012116391,0.09311697940734599,0.45454545454545453,1.0,5,11,DE_LU,Quantile LightGBM,True,False,2025-12-31,1.8543964233835801,3.7398278803442997,1.7287210170829705,0.6628787878787878,21.05803117605721
weekday_peak,264,14.959606492845898,22.753504863322753,0.1371915695716417,0.75,0.9782608695652174,46,60,DE_LU,Quantile LightGBM,True,False,2025-12-31,2.1110533253929473,7.479803246422949,3.3040584704064955,0.7007575757575758,40.11821621371536
weekend,192,5.4991499247143905,7.275473965425515,0.061019432610430996,,,0,0,DE_LU,Quantile LightGBM,True,False,2025-12-31,1.3009552269228901,2.7495749623571952,1.1761937145923202,0.6927083333333334,13.28392445807127
overall,720,9.37230578424008,15.376698513627266,0.10027401122155234,0.6944444444444444,0.9803921568627451,51,72,DE_LU,Quantile LightGBM,True,True,2025-12-31,1.711462434177314,4.68615289212004,2.3362982990132974,0.6458333333333334,25.61161048655932
weekday_offpeak,264,7.26845488125701,11.627659740150557,0.09048766215397629,0.4166666666666667,1.0,5,12,DE_LU,Quantile LightGBM,True,True,2025-12-31,1.7371500032499296,3.634227440628505,2.028692846085389,0.6136363636363636,20.916759499886844
weekday_peak,264,14.218395857658823,21.708580048752204,0.1303940745657979,0.75,0.9782608695652174,46,60,DE_LU,Quantile LightGBM,True,True,2025-12-31,2.0466338445496053,7.109197928829412,3.312969768774337,0.6553030303030303,39.0618881044719
weekend,192,5.60172692489103,7.264396128944641,0.062157643140303705,,,0,0,DE_LU,Quantile LightGBM,True,True,2025-12-31,1.2152813374405669,2.800863462445515,1.4163325258677426,0.6770833333333334,13.572898868604186
